Date,Ticker,Russell1000,RussellT200,R1000_WT,R200_WT
2010-12-31,SYK,Y,Y,0.001298,0.001861
2010-12-31,SYMC,Y,Y,0.001026,0.001471
2010-12-31,SYY,Y,Y,0.001334,0.001913
2010-12-31,TJX,Y,Y,0.001389,0.001992
2010-12-31,TGT,Y,Y,0.003397,0.004872
2010-12-31,TXN,Y,Y,0.003047,0.004370
2010-12-31,TMO,Y,Y,0.001743,0.002500
2010-12-31,TRI,Y,Y,0.001069,0.001534
2010-12-31,MMM,Y,Y,0.004721,0.006770
2010-12-31,TWX,Y,Y,0.002813,0.004034
2010-12-31,TWC,Y,Y,0.001796,0.002575
2010-12-31,TRV,Y,Y,0.002009,0.002881
2010-12-31,USB,Y,Y,0.003966,0.005688
2010-12-31,UNP,Y,Y,0.003598,0.005160
2010-12-31,UPS,Y,Y,0.003976,0.005702
2010-12-31,UTX,Y,Y,0.005635,0.008081
2010-12-31,UNH,Y,Y,0.003149,0.004516
2010-12-31,VZ,Y,Y,0.007759,0.011127
2010-12-31,VIA.B,Y,Y,0.001846,0.002647
2010-12-31,V,Y,Y,0.002521,0.003615
2010-12-31,VMW,Y,Y,0.000501,0.000719
2010-12-31,WMT,Y,Y,0.008017,0.011497
2010-12-31,WAG,Y,Y,0.002767,0.003968
2010-12-31,WM,Y,Y,0.001366,0.001959
2010-12-31,WLP,Y,Y,0.001744,0.002501
2010-12-31,WFC,Y,Y,0.011569,0.016591
2010-12-31,WMB,Y,Y,0.001108,0.001589
2010-12-31,YHOO,Y,Y,0.001663,0.002385
2010-12-31,YUM,Y,Y,0.001759,0.002522
2010-12-31,ZMH,Y,Y,0.000835,0.001198
2010-12-31,ACN,Y,Y,0.002274,0.003261
2010-12-31,COV,Y,Y,0.001756,0.002518
2010-12-31,ACE,Y,Y,0.001617,0.002319
2010-12-31,ACL,Y,Y,0.000869,0.001247
2010-12-31,TYC,Y,Y,0.001623,0.002328
2011-01-31,AFL,Y,Y,0.002028,0.002905
2011-01-31,T,Y,Y,0.012197,0.017470
2011-01-31,ABT,Y,Y,0.005229,0.007489
2011-01-31,ATVI,Y,Y,0.000439,0.000629
2011-01-31,ADBE,Y,Y,0.001305,0.001869
2011-01-31,AET,Y,Y,0.000989,0.001416
2011-01-31,APD,Y,Y,0.001390,0.001990
2011-01-31,AA,Y,Y,0.001269,0.001818
2011-01-31,AGN,Y,Y,0.001611,0.002307
2011-01-31,ALL,Y,Y,0.001256,0.001799
2011-01-31,MO,Y,Y,0.003672,0.005260
2011-01-31,AMZN,Y,Y,0.004452,0.006376
2011-01-31,AEP,Y,Y,0.001282,0.001836
2011-01-31,AXP,Y,Y,0.003412,0.004887
2011-01-31,AMT,Y,Y,0.001539,0.002204
2011-01-31,AMGN,Y,Y,0.003958,0.005668
2011-01-31,APC,Y,Y,0.002860,0.004097
2011-01-31,APA,Y,Y,0.003419,0.004896
2011-01-31,AAPL,Y,Y,0.023159,0.033170
2011-01-31,AMAT,Y,Y,0.001581,0.002264
2011-01-31,ADM,Y,Y,0.001576,0.002257
2011-01-31,ADP,Y,Y,0.001807,0.002588
2011-01-31,BBT,Y,Y,0.001435,0.002055
2011-01-31,BHI,Y,Y,0.002205,0.003158
2011-01-31,BAC,Y,Y,0.010333,0.014799
2011-01-31,BK,Y,Y,0.002841,0.004069
2011-01-31,BAX,Y,Y,0.002169,0.003107
2011-01-31,BDX,Y,Y,0.001452,0.002079
2011-01-31,BRK.B,Y,Y,0.010605,0.015189
2011-01-31,BBY,Y,Y,0.000829,0.001187
2011-01-31,BIIB,Y,Y,0.001188,0.001701
2011-01-31,BLK,Y,Y,0.001388,0.001988
2011-01-31,BA,Y,Y,0.003956,0.005666
2011-01-31,BMY,Y,Y,0.003248,0.004652
2011-01-31,BRCM,Y,Y,0.001679,0.002405
2011-01-31,CME,Y,Y,0.001520,0.002177
2011-01-31,CSX,Y,Y,0.002061,0.002952
2011-01-31,CVS,Y,Y,0.003491,0.005000
2011-01-31,COF,Y,Y,0.001649,0.002362
2011-01-31,CAH,Y,Y,0.001127,0.001615
2011-01-31,CCL,Y,Y,0.001466,0.002100
2011-01-31,CAT,Y,Y,0.004571,0.006547
2011-01-31,CELG,Y,Y,0.001789,0.002562
2011-01-31,CHK,Y,Y,0.001442,0.002065
2011-01-31,CVX,Y,Y,0.014303,0.020485
2011-01-31,CB,Y,Y,0.001325,0.001898
2011-01-31,CSCO,Y,Y,0.009060,0.012976
2011-01-31,C,Y,Y,0.007648,0.010954
2011-01-31,KO,Y,Y,0.009930,0.014222
2011-01-31,CTSH,Y,Y,0.001638,0.002347
2011-01-31,CL,Y,Y,0.002824,0.004045
2011-01-31,CMCSA,Y,Y,0.004800,0.006875
2011-01-31,COP,Y,Y,0.007977,0.011426
2011-01-31,GLW,Y,Y,0.002600,0.003724
2011-01-31,COST,Y,Y,0.002374,0.003400
2011-01-31,DHR,Y,Y,0.001837,0.002631
2011-01-31,DE,Y,Y,0.002897,0.004149
2011-01-31,DELL,Y,Y,0.001680,0.002406
2011-01-31,DVN,Y,Y,0.002973,0.004258
2011-01-31,DIS,Y,Y,0.005710,0.008179
2011-01-31,DTV,Y,Y,0.002587,0.003706
2011-01-31,D,Y,Y,0.001947,0.002788
2011-01-31,DOW,Y,Y,0.003074,0.004402
2011-01-31,DD,Y,Y,0.003444,0.004933
2011-01-31,DUK,Y,Y,0.001761,0.002522
2011-01-31,EMC,Y,Y,0.003838,0.005497
2011-01-31,EOG,Y,Y,0.002020,0.002893
2011-01-31,EBAY,Y,Y,0.002619,0.003751
2011-01-31,EMR,Y,Y,0.003326,0.004764
2011-01-31,ETR,Y,Y,0.001025,0.001468
2011-01-31,EXC,Y,Y,0.002106,0.003017
2011-01-31,ESRX,Y,Y,0.002316,0.003317
2011-01-31,XOM,Y,Y,0.030843,0.044174
2011-01-31,FDX,Y,Y,0.002122,0.003039
2011-01-31,F,Y,Y,0.003990,0.005715
2011-01-31,BEN,Y,Y,0.001346,0.001927
2011-01-31,FCX,Y,Y,0.003834,0.005491
2011-01-31,GPS,Y,Y,0.000615,0.000881
2011-01-31,GD,Y,Y,0.001955,0.002800
2011-01-31,GE,Y,Y,0.016129,0.023100
2011-01-31,GIS,Y,Y,0.001731,0.002479
2011-01-31,GENZ,Y,Y,0.001468,0.002103
2011-01-31,GILD,Y,Y,0.002414,0.003458
2011-01-31,GS,Y,Y,0.006318,0.009049
2011-01-31,GOOG,Y,Y,0.010972,0.015714
2011-01-31,HAL,Y,Y,0.003067,0.004393
2011-01-31,HES,Y,Y,0.001883,0.002697
2011-01-31,HPQ,Y,Y,0.008037,0.011511
2011-01-31,HD,Y,Y,0.004670,0.006689
2011-01-31,HON,Y,Y,0.003219,0.004610
2011-01-31,ITW,Y,Y,0.001768,0.002532
2011-01-31,INTC,Y,Y,0.008956,0.012827
2011-01-31,IBM,Y,Y,0.015582,0.022317
2011-01-31,JPM,Y,Y,0.013412,0.019209
2011-01-31,JNJ,Y,Y,0.012365,0.017710
2011-01-31,JCI,Y,Y,0.001937,0.002774
2011-01-31,JNPR,Y,Y,0.001465,0.002098
2011-01-31,K,Y,Y,0.000972,0.001393
2011-01-31,KMB,Y,Y,0.002010,0.002879
2011-01-31,KSS,Y,Y,0.001169,0.001675
2011-01-31,KFT,Y,Y,0.003678,0.005268
2011-01-31,KR,Y,Y,0.001035,0.001483
2011-01-31,LVS,Y,Y,0.001103,0.001580
2011-01-31,LLY,Y,Y,0.002653,0.003799
2011-01-31,LMT,Y,Y,0.001846,0.002643
2011-01-31,L,Y,Y,0.000945,0.001354
2011-01-31,LOW,Y,Y,0.002684,0.003845
2011-01-31,MRO,Y,Y,0.002432,0.003483
2011-01-31,MA,Y,Y,0.001727,0.002473
2011-01-31,MCD,Y,Y,0.005945,0.008514
2011-01-31,MCK,Y,Y,0.001427,0.002044
2011-01-31,MHS,Y,Y,0.001985,0.002843
2011-01-31,MDT,Y,Y,0.003166,0.004535
2011-01-31,MRK,Y,Y,0.007758,0.011112
2011-01-31,MET,Y,Y,0.002235,0.003201
2011-01-31,MSFT,Y,Y,0.015929,0.022814
2011-01-31,MON,Y,Y,0.003003,0.004301
2011-01-31,MS,Y,Y,0.003336,0.004779
2011-01-31,MOS,Y,Y,0.000961,0.001377
2011-01-31,MSI,Y,Y,0.000966,0.001383
2011-01-31,MMI,Y,Y,0.000607,0.000870
2011-01-31,NOV,Y,Y,0.002323,0.003327
2011-01-31,NEM,Y,Y,0.001965,0.002814
2011-01-31,NWSA,Y,Y,0.002575,0.003687
2011-01-31,NEE,Y,Y,0.001663,0.002382
2011-01-31,NKE,Y,Y,0.002227,0.003189
2011-01-31,NSC,Y,Y,0.001698,0.002433
2011-01-31,NTRS,Y,Y,0.000943,0.001351
2011-01-31,NOC,Y,Y,0.001566,0.002242
2011-01-31,NUE,Y,Y,0.001085,0.001554
2011-01-31,OXY,Y,Y,0.005890,0.008435
2011-01-31,OMC,Y,Y,0.001033,0.001480
2011-01-31,ORCL,Y,Y,0.009152,0.013108
2011-01-31,PCG,Y,Y,0.001361,0.001949
2011-01-31,PNC,Y,Y,0.002367,0.003391
2011-01-31,PCAR,Y,Y,0.001546,0.002214
2011-01-31,PEP,Y,Y,0.007779,0.011142
2011-01-31,PFE,Y,Y,0.011024,0.015788
2011-01-31,PM,Y,Y,0.007951,0.011388
2011-01-31,PX,Y,Y,0.002135,0.003058
2011-01-31,PCP,Y,Y,0.001525,0.002184
2011-01-31,PG,Y,Y,0.013637,0.019532
2011-01-31,PRU,Y,Y,0.002141,0.003067
2011-01-31,PEG,Y,Y,0.001231,0.001763
2011-01-31,PSA,Y,Y,0.001147,0.001642
2011-01-31,QCOM,Y,Y,0.006660,0.009539
2011-01-31,RTN,Y,Y,0.001429,0.002046
2011-01-31,RAI,Y,Y,0.000801,0.001147
2011-01-31,STJ,Y,Y,0.001004,0.001438
2011-01-31,SLB,Y,Y,0.009118,0.013058
2011-01-31,SCHW,Y,Y,0.001340,0.001919
2011-01-31,SPG,Y,Y,0.002228,0.003190
2011-01-31,SO,Y,Y,0.002327,0.003332
2011-01-31,SCCO,Y,Y,0.000569,0.000814
2011-01-31,SWN,Y,Y,0.001026,0.001469
2011-01-31,S,Y,Y,0.000999,0.001430
2011-01-31,SPLS,Y,Y,0.001221,0.001749
2011-01-31,SBUX,Y,Y,0.001762,0.002524
2011-01-31,STT,Y,Y,0.001758,0.002518
2011-01-31,SYK,Y,Y,0.001360,0.001948
2011-01-31,SYMC,Y,Y,0.001055,0.001511
2011-01-31,SYY,Y,Y,0.001293,0.001852
2011-01-31,TJX,Y,Y,0.001450,0.002077
2011-01-31,TGT,Y,Y,0.003029,0.004338
2011-01-31,TXN,Y,Y,0.003109,0.004452
2011-01-31,TMO,Y,Y,0.001763,0.002525
2011-01-31,TRI,Y,Y,0.001122,0.001608
2011-01-31,MMM,Y,Y,0.004702,0.006735
2011-01-31,TWX,Y,Y,0.002689,0.003851
2011-01-31,TWC,Y,Y,0.001804,0.002583
2011-01-31,TRV,Y,Y,0.001983,0.002841
2011-01-31,USB,Y,Y,0.003882,0.005560
2011-01-31,UNP,Y,Y,0.003592,0.005145
2011-01-31,UPS,Y,Y,0.003836,0.005495
2011-01-31,UTX,Y,Y,0.005690,0.008150
2011-01-31,UNH,Y,Y,0.003500,0.005013
2011-01-31,VZ,Y,Y,0.007552,0.010817
2011-01-31,VIA.B,Y,Y,0.001893,0.002711
2011-01-31,V,Y,Y,0.002446,0.003504
2011-01-31,VMW,Y,Y,0.000471,0.000675
2011-01-31,WMT,Y,Y,0.008149,0.011672
2011-01-31,WAG,Y,Y,0.002808,0.004022
2011-01-31,WM,Y,Y,0.001372,0.001965
2011-01-31,WLP,Y,Y,0.001863,0.002668
2011-01-31,WFC,Y,Y,0.011834,0.016949
2011-01-31,WMB,Y,Y,0.001183,0.001694
2011-01-31,YHOO,Y,Y,0.001576,0.002257
2011-01-31,YUM,Y,Y,0.001639,0.002348
2011-01-31,ZMH,Y,Y,0.000900,0.001289
2011-01-31,ACN,Y,Y,0.002360,0.003380
2011-01-31,COV,Y,Y,0.001785,0.002556
2011-01-31,ACE,Y,Y,0.001565,0.002241
2011-01-31,ACL,Y,Y,0.000847,0.001213
2011-01-31,TYC,Y,Y,0.001717,0.002459
2011-02-28,AFL,Y,Y,0.002009,0.002882
2011-02-28,T,Y,Y,0.012188,0.017484
2011-02-28,ABT,Y,Y,0.005396,0.007741
2011-02-28,ATVI,Y,Y,0.000419,0.000601
2011-02-28,ADBE,Y,Y,0.001320,0.001893
2011-02-28,AET,Y,Y,0.001086,0.001558
2011-02-28,APD,Y,Y,0.001420,0.002037
2011-02-28,AA,Y,Y,0.001250,0.001794
2011-02-28,AGN,Y,Y,0.001639,0.002351
2011-02-28,ALL,Y,Y,0.001242,0.001782
2011-02-28,MO,Y,Y,0.003840,0.005508
2011-02-28,AMZN,Y,Y,0.004406,0.006321
2011-02-28,AEP,Y,Y,0.001245,0.001786
2011-02-28,AXP,Y,Y,0.003321,0.004764
2011-02-28,AMT,Y,Y,0.001582,0.002270
2011-02-28,AMGN,Y,Y,0.003574,0.005126
2011-02-28,APC,Y,Y,0.002942,0.004221
2011-02-28,APA,Y,Y,0.003458,0.004961
2011-02-28,AAPL,Y,Y,0.023358,0.033508
2011-02-28,AMAT,Y,Y,0.001604,0.002301
2011-02-28,ADM,Y,Y,0.001738,0.002493
2011-02-28,ADP,Y,Y,0.001828,0.002622
2011-02-28,BBT,Y,Y,0.001388,0.001992
2011-02-28,BHI,Y,Y,0.002215,0.003178
2011-02-28,BAC,Y,Y,0.010420,0.014947
2011-02-28,BK,Y,Y,0.002679,0.003843
2011-02-28,BAX,Y,Y,0.002304,0.003305
2011-02-28,BDX,Y,Y,0.001357,0.001946
2011-02-28,BRK.B,Y,Y,0.010971,0.015738
2011-02-28,BBY,Y,Y,0.000762,0.001093
2011-02-28,BIIB,Y,Y,0.001203,0.001725
2011-02-28,BLK,Y,Y,0.001385,0.001988
2011-02-28,BA,Y,Y,0.003972,0.005699
2011-02-28,BMY,Y,Y,0.003226,0.004627
2011-02-28,BRCM,Y,Y,0.001487,0.002133
2011-02-28,CME,Y,Y,0.001486,0.002132
2011-02-28,CSX,Y,Y,0.002112,0.003030
2011-02-28,CVS,Y,Y,0.003270,0.004691
2011-02-28,COF,Y,Y,0.001651,0.002369
2011-02-28,CAH,Y,Y,0.001096,0.001572
2011-02-28,CCL,Y,Y,0.001356,0.001945
2011-02-28,CAT,Y,Y,0.004699,0.006741
2011-02-28,CELG,Y,Y,0.001786,0.002562
2011-02-28,CHK,Y,Y,0.001685,0.002417
2011-02-28,CVX,Y,Y,0.015146,0.021727
2011-02-28,CB,Y,Y,0.001345,0.001929
2011-02-28,CSCO,Y,Y,0.007704,0.011051
2011-02-28,C,Y,Y,0.007195,0.010322
2011-02-28,KO,Y,Y,0.009785,0.014037
2011-02-28,CTSH,Y,Y,0.001673,0.002400
2011-02-28,CL,Y,Y,0.002799,0.004015
2011-02-28,CMCSA,Y,Y,0.005267,0.007555
2011-02-28,COP,Y,Y,0.008423,0.012083
2011-02-28,GLW,Y,Y,0.002616,0.003752
2011-02-28,COST,Y,Y,0.002394,0.003435
2011-02-28,DHR,Y,Y,0.001956,0.002805
2011-02-28,DE,Y,Y,0.002783,0.003993
2011-02-28,DELL,Y,Y,0.001958,0.002808
2011-02-28,DVN,Y,Y,0.002970,0.004260
2011-02-28,DIS,Y,Y,0.006226,0.008931
2011-02-28,DTV,Y,Y,0.002719,0.003900
2011-02-28,D,Y,Y,0.001977,0.002836
2011-02-28,DOW,Y,Y,0.003119,0.004474
2011-02-28,DD,Y,Y,0.003613,0.005183
2011-02-28,DUK,Y,Y,0.001717,0.002463
2011-02-28,EMC,Y,Y,0.004065,0.005831
2011-02-28,EOG,Y,Y,0.002066,0.002964
2011-02-28,EBAY,Y,Y,0.002801,0.004018
2011-02-28,EMR,Y,Y,0.003266,0.004685
2011-02-28,ETR,Y,Y,0.000980,0.001405
2011-02-28,EXC,Y,Y,0.002005,0.002876
2011-02-28,ESRX,Y,Y,0.002239,0.003213
2011-02-28,XOM,Y,Y,0.031681,0.045447
2011-02-28,FDX,Y,Y,0.002049,0.002939
2011-02-28,F,Y,Y,0.004012,0.005756
2011-02-28,BEN,Y,Y,0.001357,0.001947
2011-02-28,FCX,Y,Y,0.003617,0.005189
2011-02-28,GPS,Y,Y,0.000697,0.001000
2011-02-28,GD,Y,Y,0.001912,0.002743
2011-02-28,GE,Y,Y,0.016233,0.023286
2011-02-28,GIS,Y,Y,0.001791,0.002569
2011-02-28,GENZ,Y,Y,0.001463,0.002099
2011-02-28,GILD,Y,Y,0.002376,0.003408
2011-02-28,GS,Y,Y,0.006128,0.008790
2011-02-28,GOOG,Y,Y,0.010861,0.015581
2011-02-28,HAL,Y,Y,0.003100,0.004447
2011-02-28,HES,Y,Y,0.001888,0.002708
2011-02-28,HPQ,Y,Y,0.006946,0.009964
2011-02-28,HD,Y,Y,0.004611,0.006615
2011-02-28,HON,Y,Y,0.003225,0.004626
2011-02-28,ITW,Y,Y,0.001733,0.002486
2011-02-28,INTC,Y,Y,0.008682,0.012454
2011-02-28,IBM,Y,Y,0.015087,0.021642
2011-02-28,JPM,Y,Y,0.013501,0.019367
2011-02-28,JNJ,Y,Y,0.012315,0.017667
2011-02-28,JCI,Y,Y,0.001995,0.002861
2011-02-28,JNPR,Y,Y,0.001682,0.002414
2011-02-28,K,Y,Y,0.001003,0.001439
2011-02-28,KMB,Y,Y,0.001983,0.002844
2011-02-28,KSS,Y,Y,0.001202,0.001725
2011-02-28,KFT,Y,Y,0.003712,0.005325
2011-02-28,KR,Y,Y,0.001073,0.001540
2011-02-28,LVS,Y,Y,0.001072,0.001538
2011-02-28,LLY,Y,Y,0.002555,0.003665
2011-02-28,LMT,Y,Y,0.001778,0.002551
2011-02-28,L,Y,Y,0.000989,0.001419
2011-02-28,LOW,Y,Y,0.002745,0.003937
2011-02-28,MRO,Y,Y,0.002558,0.003669
2011-02-28,MA,Y,Y,0.001701,0.002441
2011-02-28,MCD,Y,Y,0.005917,0.008488
2011-02-28,MCK,Y,Y,0.001458,0.002092
2011-02-28,MHS,Y,Y,0.001943,0.002787
2011-02-28,MDT,Y,Y,0.003196,0.004585
2011-02-28,MRK,Y,Y,0.007381,0.010589
2011-02-28,MET,Y,Y,0.002241,0.003214
2011-02-28,MSFT,Y,Y,0.014796,0.021226
2011-02-28,MON,Y,Y,0.002850,0.004089
2011-02-28,MS,Y,Y,0.003264,0.004682
2011-02-28,MOS,Y,Y,0.000987,0.001415
2011-02-28,MSI,Y,Y,0.000932,0.001338
2011-02-28,MMI,Y,Y,0.000638,0.000915
2011-02-28,NOV,Y,Y,0.002423,0.003476
2011-02-28,NEM,Y,Y,0.001911,0.002741
2011-02-28,NWSA,Y,Y,0.002885,0.004138
2011-02-28,NEE,Y,Y,0.001672,0.002398
2011-02-28,NKE,Y,Y,0.002329,0.003341
2011-02-28,NSC,Y,Y,0.001764,0.002530
2011-02-28,NTRS,Y,Y,0.000906,0.001300
2011-02-28,NOC,Y,Y,0.001460,0.002094
2011-02-28,NUE,Y,Y,0.001098,0.001576
2011-02-28,OXY,Y,Y,0.006019,0.008634
2011-02-28,OMC,Y,Y,0.001135,0.001629
2011-02-28,ORCL,Y,Y,0.009109,0.013067
2011-02-28,PCG,Y,Y,0.001312,0.001883
2011-02-28,PNC,Y,Y,0.002359,0.003384
2011-02-28,PCAR,Y,Y,0.001329,0.001907
2011-02-28,PEP,Y,Y,0.007433,0.010663
2011-02-28,PFE,Y,Y,0.011279,0.016180
2011-02-28,PM,Y,Y,0.008449,0.012121
2011-02-28,PX,Y,Y,0.002210,0.003170
2011-02-28,PCP,Y,Y,0.001465,0.002101
2011-02-28,PG,Y,Y,0.013196,0.018931
2011-02-28,PRU,Y,Y,0.002221,0.003185
2011-02-28,PEG,Y,Y,0.001202,0.001725
2011-02-28,PSA,Y,Y,0.001144,0.001642
2011-02-28,QCOM,Y,Y,0.007103,0.010189
2011-02-28,RTN,Y,Y,0.001418,0.002035
2011-02-28,RAI,Y,Y,0.000837,0.001201
2011-02-28,STJ,Y,Y,0.001150,0.001650
2011-02-28,SLB,Y,Y,0.009274,0.013304
2011-02-28,SCHW,Y,Y,0.001364,0.001957
2011-02-28,SPG,Y,Y,0.002341,0.003358
2011-02-28,SO,Y,Y,0.002284,0.003276
2011-02-28,SCCO,Y,Y,0.000520,0.000746
2011-02-28,SWN,Y,Y,0.000993,0.001425
2011-02-28,S,Y,Y,0.000935,0.001342
2011-02-28,SPLS,Y,Y,0.001130,0.001621
2011-02-28,SBUX,Y,Y,0.001786,0.002562
2011-02-28,STT,Y,Y,0.001631,0.002339
2011-02-28,SYK,Y,Y,0.001448,0.002077
2011-02-28,SYMC,Y,Y,0.001047,0.001502
2011-02-28,SYY,Y,Y,0.001195,0.001714
2011-02-28,TJX,Y,Y,0.001479,0.002121
2011-02-28,TGT,Y,Y,0.002813,0.004035
2011-02-28,TXN,Y,Y,0.003163,0.004538
2011-02-28,TMO,Y,Y,0.001665,0.002388
2011-02-28,TRI,Y,Y,0.001072,0.001538
2011-02-28,MMM,Y,Y,0.004780,0.006857
2011-02-28,TWX,Y,Y,0.003164,0.004539
2011-02-28,TWC,Y,Y,0.001860,0.002668
2011-02-28,TRV,Y,Y,0.001893,0.002715
2011-02-28,USB,Y,Y,0.003863,0.005542
2011-02-28,UNP,Y,Y,0.003509,0.005034
2011-02-28,UPS,Y,Y,0.003830,0.005495
2011-02-28,UTX,Y,Y,0.005665,0.008127
2011-02-28,UNH,Y,Y,0.003518,0.005046
2011-02-28,VZ,Y,Y,0.007585,0.010881
2011-02-28,VIA.B,Y,Y,0.001971,0.002828
2011-02-28,V,Y,Y,0.002479,0.003556
2011-02-28,VMW,Y,Y,0.000447,0.000641
2011-02-28,WMT,Y,Y,0.007320,0.010501
2011-02-28,WAG,Y,Y,0.002916,0.004183
2011-02-28,WM,Y,Y,0.001301,0.001866
2011-02-28,WLP,Y,Y,0.001931,0.002770
2011-02-28,WFC,Y,Y,0.011409,0.016367
2011-02-28,WMB,Y,Y,0.001289,0.001849
2011-02-28,YHOO,Y,Y,0.001554,0.002229
2011-02-28,YUM,Y,Y,0.001710,0.002453
2011-02-28,ZMH,Y,Y,0.000919,0.001318
2011-02-28,ACN,Y,Y,0.002287,0.003281
2011-02-28,COV,Y,Y,0.001874,0.002689
2011-02-28,ACE,Y,Y,0.001557,0.002233
2011-02-28,ACL,Y,Y,0.000834,0.001196
2011-02-28,TYC,Y,Y,0.001574,0.002257
2011-03-31,AFL,Y,Y,0.001802,0.002596
2011-03-31,T,Y,Y,0.013144,0.018942
2011-03-31,ABT,Y,Y,0.005504,0.007931
2011-03-31,ATVI,Y,Y,0.000414,0.000596
2011-03-31,ADBE,Y,Y,0.001269,0.001829
2011-03-31,AET,Y,Y,0.001089,0.001569
2011-03-31,APD,Y,Y,0.001392,0.002006
2011-03-31,AA,Y,Y,0.001310,0.001888
2011-03-31,AGN,Y,Y,0.001570,0.002262
2011-03-31,ALL,Y,Y,0.001243,0.001791
2011-03-31,MO,Y,Y,0.003941,0.005679
2011-03-31,AMZN,Y,Y,0.004581,0.006602
2011-03-31,AEP,Y,Y,0.001223,0.001763
2011-03-31,AXP,Y,Y,0.003446,0.004966
2011-03-31,AMT,Y,Y,0.001520,0.002190
2011-03-31,AMGN,Y,Y,0.003722,0.005364
2011-03-31,APC,Y,Y,0.002946,0.004246
2011-03-31,APA,Y,Y,0.003634,0.005237
2011-03-31,AAPL,Y,Y,0.023049,0.033215
2011-03-31,AMAT,Y,Y,0.001525,0.002198
2011-03-31,ADM,Y,Y,0.001683,0.002426
2011-03-31,ADP,Y,Y,0.001876,0.002704
2011-03-31,BBT,Y,Y,0.001381,0.001990
2011-03-31,BHI,Y,Y,0.002290,0.003300
2011-03-31,BAC,Y,Y,0.009722,0.014010
2011-03-31,BK,Y,Y,0.002634,0.003795
2011-03-31,BAX,Y,Y,0.002331,0.003360
2011-03-31,BDX,Y,Y,0.001280,0.001844
2011-03-31,BRK.B,Y,Y,0.010514,0.015152
2011-03-31,BBY,Y,Y,0.000679,0.000978
2011-03-31,BIIB,Y,Y,0.001291,0.001860
2011-03-31,BLK,Y,Y,0.001366,0.001968
2011-03-31,BA,Y,Y,0.004079,0.005879
2011-03-31,BMY,Y,Y,0.003304,0.004761
2011-03-31,BRCM,Y,Y,0.001542,0.002222
2011-03-31,CME,Y,Y,0.001440,0.002075
2011-03-31,CSX,Y,Y,0.002224,0.003205
2011-03-31,CVS,Y,Y,0.003395,0.004893
2011-03-31,COF,Y,Y,0.001724,0.002485
2011-03-31,CAH,Y,Y,0.001083,0.001560
2011-03-31,CCL,Y,Y,0.001219,0.001757
2011-03-31,CAT,Y,Y,0.005085,0.007328
2011-03-31,CELG,Y,Y,0.001935,0.002789
2011-03-31,CHK,Y,Y,0.001586,0.002286
2011-03-31,CVX,Y,Y,0.015686,0.022605
2011-03-31,CB,Y,Y,0.001359,0.001958
2011-03-31,CSCO,Y,Y,0.007120,0.010261
2011-03-31,C,Y,Y,0.006797,0.009795
2011-03-31,KO,Y,Y,0.010159,0.014640
2011-03-31,CTSH,Y,Y,0.001772,0.002553
2011-03-31,CL,Y,Y,0.002879,0.004149
2011-03-31,CMCSA,Y,Y,0.005055,0.007285
2011-03-31,COP,Y,Y,0.008640,0.012451
2011-03-31,GLW,Y,Y,0.002341,0.003373
2011-03-31,COST,Y,Y,0.002348,0.003383
2011-03-31,DHR,Y,Y,0.002006,0.002891
2011-03-31,DE,Y,Y,0.002992,0.004312
2011-03-31,DELL,Y,Y,0.001795,0.002586
2011-03-31,DVN,Y,Y,0.002981,0.004296
2011-03-31,DIS,Y,Y,0.006135,0.008841
2011-03-31,DTV,Y,Y,0.002768,0.003989
2011-03-31,D,Y,Y,0.001937,0.002791
2011-03-31,DOW,Y,Y,0.003169,0.004567
2011-03-31,DD,Y,Y,0.003620,0.005217
2011-03-31,DUK,Y,Y,0.001733,0.002497
2011-03-31,EMC,Y,Y,0.003967,0.005717
2011-03-31,EOG,Y,Y,0.002181,0.003143
2011-03-31,EBAY,Y,Y,0.002595,0.003740
2011-03-31,EMR,Y,Y,0.003199,0.004610
2011-03-31,ETR,Y,Y,0.000873,0.001258
2011-03-31,EXC,Y,Y,0.001980,0.002854
2011-03-31,ESRX,Y,Y,0.002216,0.003193
2011-03-31,XOM,Y,Y,0.031169,0.044917
2011-03-31,FDX,Y,Y,0.002130,0.003069
2011-03-31,F,Y,Y,0.003976,0.005730
2011-03-31,BEN,Y,Y,0.001352,0.001948
2011-03-31,FCX,Y,Y,0.003796,0.005470
2011-03-31,GPS,Y,Y,0.000701,0.001011
2011-03-31,GD,Y,Y,0.001923,0.002772
2011-03-31,GE,Y,Y,0.015561,0.022425
2011-03-31,GIS,Y,Y,0.001763,0.002541
2011-03-31,GENZ,Y,Y,0.001477,0.002129
2011-03-31,GILD,Y,Y,0.002587,0.003728
2011-03-31,GS,Y,Y,0.005930,0.008546
2011-03-31,GOOG,Y,Y,0.010382,0.014962
2011-03-31,HAL,Y,Y,0.003292,0.004744
2011-03-31,HES,Y,Y,0.001849,0.002664
2011-03-31,HPQ,Y,Y,0.006524,0.009401
2011-03-31,HD,Y,Y,0.004562,0.006574
2011-03-31,HON,Y,Y,0.003326,0.004793
2011-03-31,HII,Y,Y,0.000151,0.000218
2011-03-31,ITW,Y,Y,0.001721,0.002480
2011-03-31,INTC,Y,Y,0.008158,0.011756
2011-03-31,IBM,Y,Y,0.015201,0.021906
2011-03-31,JPM,Y,Y,0.013333,0.019214
